Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
4/20/2020,Wal-Mart,Ext Credit Card Debit WALMART 16,40.87,debit,Shopping,Mastercard Secure,,
4/20/2020,Dollar Store,Ext Credit Card Debit BEST DOLLA,57.42,debit,Shopping,Mastercard Secure,,
4/20/2020,Spotify,Ext Credit Card Debit SPOTIFY US,9.99,debit,Music,Mastercard Secure,,
4/20/2020,Wal-Mart,Ext Credit Card Debit WM SUPERCE,287.23,debit,Shopping,Mastercard Secure,,
4/20/2020,ATM CASH DEPOSIT 04/18 1723 E PA LMDALE BLVD PALMDALE CA,ATM CASH DEPOSIT 04/18 1723 E PA,1140,credit,Income,TOTAL CHECKING,,
4/20/2020,To CAP ITAL ONE 04/20,Online Payment 9477199542 To CAP,1000,debit,Credit Card Payment,TOTAL CHECKING,,
4/20/2020,To CAP ITAL ONE 04/20,Online Payment 9483818524 To CAP,900,debit,Credit Card Payment,TOTAL CHECKING,,
4/20/2020,Big Lots,BIG LOTS STORES 1070 W LANCASTER,14.96,debit,Shopping,TOTAL CHECKING,,
4/20/2020,ATM CASH DEPOSIT 04/20 1140 W AV ENUE K LANCASTER CA,ATM CASH DEPOSIT 04/20 1140 W AV,500,credit,Income,TOTAL CHECKING,,
4/20/2020,ATM CASH DEPOSIT 04/20 1140 W AV ENUE K LANCASTER CA,ATM CASH DEPOSIT 04/20 1140 W AV,400,credit,Income,TOTAL CHECKING,,
4/20/2020,7-Eleven,7-ELEVEN LANCASTER CA,2.07,debit,Fast Food,TOTAL CHECKING,,
4/20/2020,Arco,ARCO #42478 LANCASTER CA,4.39,debit,Gas & Fuel,TOTAL CHECKING,,
4/19/2020,7-Eleven,POS Transaction 4400071783721 7E,5.46,debit,Fast Food,Dividend Rewards Checking,,
4/19/2020,Withdrawal Thorne payment from 9334319176 CK 715171079,Withdrawal Thorne Pmt from 93343,90,debit,Credit Card Payment,Dividend Rewards Checking,,
4/19/2020,ATM Deposit FIRST CITY CU 40162 10TH STREET WESTPALMDALE CAUS 715170804,ATM Deposit FIRST CITY CU 40162,400,credit,Income,Dividend Rewards Checking,,
4/19/2020,Withdrawal Thorne payment from 9334319176 CK 715170989,Withdrawal Thorne Pmt from 93343,811,debit,Credit Card Payment,Dividend Rewards Checking,,
4/19/2020,ATM Deposit FIRST CITY CU 40162 10TH STREET WESTPALMDALE CAUS 715170805,ATM Deposit FIRST CITY CU 40162,600,credit,Income,Dividend Rewards Checking,,
4/19/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 715295067,Ext Credit Card Credit PAYMENT,811,credit,Credit Card Payment,Mastercard Secure,,
4/19/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 715295066,Ext Credit Card Credit PAYMENT,90,credit,Credit Card Payment,Mastercard Secure,,
4/17/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,146.57,credit,Income,Dividend Rewards Checking,,
4/17/2020,Ext Credit Card Debit Interest Charge on Cash A 714869609,Ext Credit Card Debit Interest C,5.19,debit,Finance Charge,Mastercard Secure,,
4/17/2020,PAYMENT - THANK YOU;,PAYMENT - THANK YOU;,500,credit,Credit Card Payment,OpenSky Secured Card ending in 4855,,
4/17/2020,Amazon,AMZN Mktp US*5E6ME36 Amzn.com/bi,21.66,debit,Shopping,TOTAL CHECKING,,
4/16/2020,ATM Fee,NON-CHASE ATM WITHDRAW,3.5,debit,ATM Fee,TOTAL CHECKING,,
4/16/2020,NON-CHASE ATM WITHDRAW 188077 04/16200 A2 LO,NON-CHASE ATM WITHDRAW,100,debit,Cash & ATM,TOTAL CHECKING,,
4/16/2020,NON-CHASE ATM FEE-WITH,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,TOTAL CHECKING,,
4/16/2020,Shell,SHELL SERVICE S PALMDALE CA,8.75,debit,Gas & Fuel,TOTAL CHECKING,,
4/16/2020,PRICELN*TVL PROTECT 800-774-2354 CT 04/15,PRICELN*TVL PROTECT 800-774-2354,17.25,debit,Home Services,TOTAL CHECKING,,
4/16/2020,American Airlines,PRICELN*American Airl 800-774-23,202.13,debit,Air Travel,TOTAL CHECKING,,
4/15/2020,ATM Fee,ATM Withdrawal CHASE 855 S HILL,3,debit,ATM Fee,Dividend Rewards Checking,,
4/15/2020,ATM Withdrawal CHASE 855 S HILL ST LOS ANGELES CAUS 714047034,ATM Withdrawal CHASE 855 S HILL,120,debit,Cash & ATM,Dividend Rewards Checking,,
4/15/2020,Cash App Cash,Cash App*Cash Out VISA DIRECT CA,66,credit,Income,TOTAL CHECKING,,
4/15/2020,Hotels.com,HOTELSCOM9195710529442 HOTELS.CO,109.98,debit,Hotel,TOTAL CHECKING,,
4/14/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 713775538,Ext Credit Card Credit PAYMENT,989.69,credit,Credit Card Payment,Mastercard Secure,,
4/14/2020,ATM CASH DEPOSIT 04/14 1261 W RA NCHO VISTA BLVD PALMDALE CA,ATM CASH DEPOSIT 04/14 1261 W RA,400,credit,Income,TOTAL CHECKING,,
4/14/2020,Valero,SUPERFINE VALERO LOS ANGELES CA,28.67,debit,Gas & Fuel,TOTAL CHECKING,,
4/14/2020,ELECTRONIC PAYMENT,ELECTRONIC PAYMENT,200,credit,Credit Card Payment,Visa Business Card,,
4/14/2020,ATM Deposit FIRST CITY CU 40162 10TH STREET WESTPALMDALE CAUS 713321563,ATM Deposit FIRST CITY CU 40162,600,credit,Income,Dividend Rewards Checking,,
4/14/2020,ATM Deposit FIRST CITY CU 40162 10TH STREET WESTPALMDALE CAUS 713321562,ATM Deposit FIRST CITY CU 40162,500,credit,Income,Dividend Rewards Checking,,
4/14/2020,Deposit POSTMATES INC Postmates STG0H5C9B0V2B3 713369003,ACH Deposit POSTMATES INC   Post,1,credit,Income,Dividend Rewards Checking,,
4/14/2020,Withdrawal Thorne payment from 9334319176 CK 713321725,Withdrawal Thorne Pmt from 93343,989.69,debit,Credit Card Payment,Dividend Rewards Checking,,
4/13/2020,To CAP ITAL ONE 04/13,Online Payment 9435837536 To CAP,200,debit,Credit Card Payment,TOTAL CHECKING,,
4/13/2020,To CAL IFORNIA STATE DISBURSEMENT 04/13,Online Payment 9435754551 To CAL,51,debit,Child Support,TOTAL CHECKING,,
4/13/2020,To CRE DIT ONE BANK 04/13,Online Payment 9435798706 To CRE,270,debit,Credit Card Payment,TOTAL CHECKING,,
4/13/2020,Cash,CASH APP*BRIAN*ADD 8774174551 CA,75,debit,Business Services,TOTAL CHECKING,,
4/13/2020,To FIR ST PROGRESS 04/13,Online Payment 9435764347 To FIR,100,debit,Credit Card Payment,TOTAL CHECKING,,
4/13/2020,To ope nsky 04/13,Online Payment 9435816888 To ope,500,debit,Credit Card Payment,TOTAL CHECKING,,
4/13/2020,To Gen esis FS card services 04/13,Online Payment 9435766719 To Gen,200,debit,Life Insurance,TOTAL CHECKING,,
4/13/2020,ATM CASH DEPOSIT 04/11 1140 W AV ENUE K LANCASTER CA,ATM CASH DEPOSIT 04/11 1140 W AV,500,credit,Income,TOTAL CHECKING,,
4/13/2020,ATM CASH DEPOSIT 04/11 1140 W AV ENUE K LANCASTER CA,ATM CASH DEPOSIT 04/11 1140 W AV,920,credit,Income,TOTAL CHECKING,,
4/12/2020,Ext Credit Card Debit BALBOA THRIFT AND LOAN 6193977700 CA 712990078,Ext Credit Card Debit BALBOA THR,369,debit,Credit Card Payment,Mastercard Secure,,
4/10/2020,US CORNERSTONE PALMDALE CA 04/08,US CORNERSTONE PALMDALE CA,28.89,debit,Restaurants,TOTAL CHECKING,,
4/10/2020,T-Mobile,TMOBILE*POSTPAID PDA 800-937-899,150,debit,Mobile Phone,TOTAL CHECKING,,
4/10/2020,Vanessa Lua Paid,Vanessa Lua Paid Brian Thorne,15,credit,Income,Venmo,,
4/10/2020,ANNUAL CHARGE 05/20 THROUGH 04/21;,ANNUAL CHARGE  05/20 THROUGH 04/21;,35,debit,Service Fee,OpenSky Secured Card ending in 4855,,
4/10/2020,INTEREST CHARGE ON PURCHASES;,INTEREST CHARGE ON PURCHASES;,10.94,debit,Finance Charge,OpenSky Secured Card ending in 4855,,
4/10/2020,Infinity Insurance Company,POS Transaction INFINITY INSURAN,225.76,debit,Financial,Dividend Rewards Checking,,
04/09/2020,Sky Mobile,OPENSKY          MOBILE PYM 2009,25,debit,Business Services,TOTAL CHECKING,,
04/09/2020,Hotels.com,HOTELSCOM9195696085831 HOTELS.CO,127.58,debit,Hotel,TOTAL CHECKING,,
04/09/2020,Greenlight WEB PMTS 3RYX 5D WEB ID: 9000392802,Greenlight       WEB PMTS   3RYX,15.88,debit,Mortgage & Rent,TOTAL CHECKING,,
04/09/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 713276490,Ext Credit Card Credit PAYMENT,100,credit,Credit Card Payment,Mastercard Secure,,
04/09/2020,Audible.com,AUDIBLE*6K6832XR3 AMZN.COM/BILL NJ;,14.95,debit,Books,OpenSky Secured Card ending in 4855,,
04/09/2020,ATM Deposit FIRST CITY CU 40162 10TH STREET WESTPALMDALE CAUS 711943687,ATM Deposit FIRST CITY CU 40162,295,credit,Income,Dividend Rewards Checking,,
04/09/2020,Withdrawal Thorne payment from 9334319176 CK 712033852,Withdrawal Thorne Pmt from 93343,100,debit,Credit Card Payment,Dividend Rewards Checking,,
04/08/2020,ELECTRONIC PAYMENT,ELECTRONIC PAYMENT,15,credit,Credit Card Payment,Visa Business Card,,
04/08/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 713276491,Ext Credit Card Credit PAYMENT,200,credit,Credit Card Payment,Mastercard Secure,,
04/08/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 713276492,Ext Credit Card Credit PAYMENT,25,credit,Credit Card Payment,Mastercard Secure,,
04/08/2020,ATM Deposit 1744CALIFORNIA BEAR CRED 100 S MAIN ST LOS ANGLES 711843130,ATM Deposit 1744CALIFORNIA BEAR,200,credit,Income,Dividend Rewards Checking,,
04/08/2020,Withdrawal Thorne payment from 9334319176 CK 711945576,Withdrawal Thorne Pmt from 93343,200,debit,Credit Card Payment,Dividend Rewards Checking,,
04/08/2020,Cash,CASH APP*SIDDIQ MUM 8774174551 C,450,debit,Business Services,TOTAL CHECKING,,
04/08/2020,McDonald's,MCDONALD'S M5674 OF C 323-465-29,5.48,debit,Fast Food,TOTAL CHECKING,,
04/08/2020,Carl's Jr,CARL'S JR #1100064 LANCASTER CA,3.71,debit,Fast Food,TOTAL CHECKING,,
04/08/2020,ATM CASH DEPOSIT 04/08 100 S SAN PEDRO ST LOS ANGELES CA,ATM CASH DEPOSIT 04/08 100 S SAN,810,credit,Income,TOTAL CHECKING,,
04/08/2020,To FIR ST PROGRESS 04/08,Online Payment 9264974642 To FIR,25,debit,Credit Card Payment,TOTAL CHECKING,,
04/08/2020,To CRE DIT ONE BANK 04/08,Online Payment 9264971734 To CRE,25,debit,Credit Card Payment,TOTAL CHECKING,,
04/07/2020,INTEREST CHARGE:CASH ADVANCES,INTEREST CHARGE:CASH ADVANCES,1.64,debit,Finance Charge,Visa Business Card,,
04/07/2020,INTEREST CHARGE:PURCHASES,INTEREST CHARGE:PURCHASES,47.53,debit,Finance Charge,Visa Business Card,,
04/07/2020,MOBILE ONE TIME PAYMENT WOODBURY NY;,MOBILE ONE TIME PAYMENT WOODBURY NY;,25,credit,Credit Card Payment,OpenSky Secured Card ending in 4855,,
04/07/2020,Credit Union,Online Payment 9264971733 To Fir,25,debit,Financial,TOTAL CHECKING,,
04/07/2020,Cash App Cash,Cash App*Cash Out VISA DIRECT CA,35.46,credit,Income,TOTAL CHECKING,,
04/07/2020,McDonald's,MCDONALD'S F11377 626-918-7162 C,3.27,debit,Fast Food,TOTAL CHECKING,,
04/07/2020,McDonald's,MCDONALD'S F31898 661-723-9770 C,3.29,debit,Fast Food,TOTAL CHECKING,,
04/07/2020,Vernon Fuel Distribution Inc,VERNON FUEL DISTRIBUTIO VERNON C,22.08,debit,Gas & Fuel,TOTAL CHECKING,,
04/07/2020,Cash App Cash,Cash App*Cash Out VISA DIRECT CA,40.25,credit,Income,TOTAL CHECKING,,
04/07/2020,To CAP ITAL ONE 04/07,Online Payment 9264971732 To CAP,15,debit,Credit Card Payment,TOTAL CHECKING,,
04/07/2020,Greenlight WEB PMTS ZYX9 5D WEB ID: 9000392802,Greenlight       WEB PMTS   ZYX9,32.61,debit,Mortgage & Rent,TOTAL CHECKING,,
04/07/2020,To Uni ty Visa 04/07,Online Payment 9264971731 To Uni,10,debit,Credit Card Payment,TOTAL CHECKING,,
04/07/2020,PAYMENT - THANK YOU;,PAYMENT - THANK YOU;,25,credit,Credit Card Payment,OpenSky Secured Card ending in 4855,,
04/07/2020,Deposit POSTMATES INC Postmates STE1Q8Z2Y0W3Z3 711519060,ACH Deposit POSTMATES INC   Post,31.73,credit,Income,Dividend Rewards Checking,,
04/06/2020,ATM CASH DEPOSIT 04/05 1140 W AV ENUE K LANCASTER CA,ATM CASH DEPOSIT 04/05 1140 W AV,90,credit,Income,TOTAL CHECKING,,
04/06/2020,Greenlight WEB PMTS HRG1 5D WEB ID: 9000392802,Greenlight       WEB PMTS   HRG1,4.99,debit,Mortgage & Rent,TOTAL CHECKING,,
04/06/2020,Taco Bell,TACO BELL 031008 SOUTH GATE CA,6.6,debit,Fast Food,TOTAL CHECKING,,
04/06/2020,99-CENTS-ONLY #0083 LOS ANGELES CA 04/03,99-CENTS-ONLY #0083 LOS ANGELES,29.8,debit,Groceries,TOTAL CHECKING,,
04/04/2020,PAST DUE FEE,PAST DUE FEE,39,debit,Late Fee,Visa Business Card,,
04/04/2020,ATM Withdrawal 1744CALIFORNIA BEAR CRED 100 S MAIN ST LOS ANGLES 710893380,ATM Withdrawal 1744CALIFORNIA BE,120,debit,Cash & ATM,Dividend Rewards Checking,,
04/03/2020,Linode,Ext Credit Card Debit LINODECOM,10,debit,Business Services,Mastercard Secure,,
04/03/2020,ATM Fee,NON-CHASE ATM WITHDRAW,3.5,debit,ATM Fee,TOTAL CHECKING,,
04/03/2020,NON-CHASE ATM WITHDRAW 350568 04/035609 W SU,NON-CHASE ATM WITHDRAW,100,debit,Cash & ATM,TOTAL CHECKING,,
04/03/2020,QuickPay with Zelle payment from KEISHA THORNE 9397468016,QuickPay with Zelle payment from,400,credit,Transfer,TOTAL CHECKING,,
04/03/2020,QuickPay with Zelle payment from KEISHA THORNE WFCT07WPB9GC,QuickPay with Zelle payment from,175,credit,Transfer,TOTAL CHECKING,,
04/03/2020,QuickPay with Zelle payment to K eisha Nicole Thorne 9400919778,QuickPay with Zelle payment to K,360,debit,Transfer,TOTAL CHECKING,,
04/03/2020,Home Depot,THE HOME DEPOT #6616 LOS ANGELES,66.15,debit,Home Improvement,TOTAL CHECKING,,
04/03/2020,Hotels.com,HOTELSCOM9200684294896 HOTELS.CO,57.19,debit,Hotel,TOTAL CHECKING,,
04/03/2020,NON-CHASE ATM FEE-WITH,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,TOTAL CHECKING,,
04/03/2020,ATM WITHDRAWAL 007497 04/03888 W 6TH,ATM WITHDRAWAL,340,debit,Cash & ATM,TOTAL CHECKING,,
04/02/2020,ATM CASH DEPOSIT 04/02 4401 CREN SHAW BLVD LOS ANGELES CA,ATM CASH DEPOSIT 04/02 4401 CREN,417,credit,Income,TOTAL CHECKING,,
04/02/2020,To ope nsky 04/02,Online Payment 9237774130 To ope,25,debit,Credit Card Payment,TOTAL CHECKING,,
04/02/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,10,credit,Income,Dividend Rewards Checking,,
04/02/2020,Chevron,POS Transaction CHEVRON 0371772,25.03,debit,Gas & Fuel,Dividend Rewards Checking,,
04/01/2020,Ext Credit Card Debit GOOGLE AD HOC LABS 8558363987 CA 709974638,Ext Credit Card Debit GOOGLE AD,4.99,debit,Pet Food & Supplies,Mastercard Secure,,
04/01/2020,United Pacific,POS Transaction UNITED PACIFIC 1,29.18,debit,Gas & Fuel,Dividend Rewards Checking,,
3/31/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 709674666,Ext Credit Card Credit PAYMENT,69.79,credit,Credit Card Payment,Mastercard Secure,,
3/31/2020,McDonald's,MCDONALD'S F1411 323-876-8844 CA,4.38,debit,Fast Food,TOTAL CHECKING,,
3/31/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,140.97,credit,Income,Dividend Rewards Checking,,
3/31/2020,Withdrawal Thorne payment from 9334319176 CK 709182841,Withdrawal Thorne Pmt from 93343,69.79,debit,Credit Card Payment,Dividend Rewards Checking,,
3/31/2020,Credit Dividend 709444657,Credit Dividend,0.12,credit,Investments,Dividend Rewards Checking,,
3/31/2020,ATM Withdrawal 1744CALIFORNIA BEAR CRED 100 S MAIN ST LOS ANGLES 709182581,ATM Withdrawal 1744CALIFORNIA BE,30,debit,Cash & ATM,Dividend Rewards Checking,,
3/30/2020,Roro's Chicken,SQ *RORO'S CHICKEN Los Angeles C,7.98,debit,Restaurants,TOTAL CHECKING,,
3/30/2020,Wendy's,WENDY'S 34860 562-425-1402 CA,3.93,debit,Fast Food,TOTAL CHECKING,,
3/30/2020,McDonald's,MCDONALD'S F1411 323-876-8844 CA,5.48,debit,Fast Food,TOTAL CHECKING,,
3/30/2020,7-Eleven,7-ELEVEN LOS ANGELES CA,2.07,debit,Fast Food,TOTAL CHECKING,,
3/30/2020,ATM WITHDRAWAL 007590 03/281500 VINE,ATM WITHDRAWAL,100,debit,Cash & ATM,TOTAL CHECKING,,
3/30/2020,7-Eleven,7-ELEVEN LOS ANGELES CA,1,debit,Fast Food,TOTAL CHECKING,,
3/30/2020,Postmates Courier Paym,Postmates Courier Paym VISA DIRE,106.28,credit,Income,TOTAL CHECKING,,
3/30/2020,Postmates Courier Paym,Postmates Courier Paym VISA DIRE,10.45,credit,Income,TOTAL CHECKING,,
3/30/2020,Deposit MOBILOANS LLC MOBILOANS8778361518 CREDIT 708779979,ACH Deposit MOBILOANS LLC MOBILO,200,credit,Income,Dividend Rewards Checking,,
3/27/2020,Ralphs,RALPHS 0100 WESTHOLLYWOOD CA,2.7,debit,Groceries,TOTAL CHECKING,,
3/27/2020,COFFEE BEAN STORE # 12 LOS ANGEL ES CA 03/26,COFFEE BEAN STORE # 12 LOS ANGEL,4.45,debit,Coffee Shops,TOTAL CHECKING,,
3/27/2020,McDonald's,MCDONALD'S F1411 323-876-8844 CA,3.26,debit,Fast Food,TOTAL CHECKING,,
3/27/2020,7-Eleven,7-ELEVEN HOLLYWOOD CA,2.07,debit,Fast Food,TOTAL CHECKING,,
3/27/2020,AutoZone,AUTOZONE #5413 LOS ANGELES CA,5.46,debit,Service & Parts,TOTAL CHECKING,,
3/27/2020,Arco,ARCO #42766 HOLLYWOOD CA,20.35,debit,Gas & Fuel,TOTAL CHECKING,,
3/27/2020,7-Eleven,7-ELEVEN LOS ANGELES CA,2.07,debit,Fast Food,TOTAL CHECKING,,
3/26/2020,Google,Ext Credit Card Debit GOOGLEINTU,9.99,debit,Advertising,Mastercard Secure,,
3/26/2020,7-Eleven,7-ELEVEN LOS ANGELES CA,15.5,debit,Fast Food,TOTAL CHECKING,,
3/26/2020,7-Eleven,7-ELEVEN WEST HOLLYWOO CA,1,debit,Fast Food,TOTAL CHECKING,,
3/26/2020,7-Eleven,7-ELEVEN LOS ANGELES CA,1.41,debit,Fast Food,TOTAL CHECKING,,
3/26/2020,99-CENTS-ONLY #0016 LOS ANGELES CA 03/25,99-CENTS-ONLY #0016 LOS ANGELES,5.62,debit,Groceries,TOTAL CHECKING,,
3/26/2020,McDonald's,MCDONALD'S F947 626-221-7887 CA,4.59,debit,Fast Food,TOTAL CHECKING,,
3/26/2020,Postmates Courier Paym,Postmates Courier Paym VISA DIRE,44.63,credit,Income,TOTAL CHECKING,,
3/26/2020,Wendy's,WENDY'S 34860 562-425-1402 CA,1.63,debit,Fast Food,TOTAL CHECKING,,
3/25/2020,Brian,ACH Debit BRIAN THORNE FIRST TEC,34,debit,Amusement,Dividend Rewards Checking,,
3/25/2020,OverdraftReturn Item Fee Paid 707841864,OverdraftReturn Item Fee Paid,28,debit,Bank Fee,Dividend Rewards Checking,,
3/25/2020,Pavilions,PAVILIONS #2214 BURBANK CA,7.74,debit,Groceries,TOTAL CHECKING,,
3/25/2020,Ralphs,RALPHS 0293 WESTHOLLYWOOD CA,1.7,debit,Groceries,TOTAL CHECKING,,
3/25/2020,7-Eleven,7-ELEVEN LOS ANGELES CA,1.41,debit,Fast Food,TOTAL CHECKING,,
3/25/2020,Postmates Direct Ca,Postmates Inc. VISA DIRECT CA,27.75,credit,Income,TOTAL CHECKING,,
3/25/2020,Postmates Direct Ca,Postmates Inc. VISA DIRECT CA,152.05,credit,Income,TOTAL CHECKING,,
3/25/2020,US Department of Education,Online Payment 9212099629 To US,128,debit,Student Loan,TOTAL CHECKING,,
3/24/2020,Ext Credit Card Debit 7ELEVENFCTI LOS ANGELES CA 707701640,Ext Credit Card Debit 7ELEVENFCT,283,debit,Spa & Massage,Mastercard Secure,,
3/24/2020,Wendy's,WENDY'S 44030 562-425-1402 CA,4.48,debit,Fast Food,TOTAL CHECKING,,
3/24/2020,IC USED CARS VAN NUYS CA 03/23,IC USED CARS VAN NUYS CA,54,debit,Gas & Fuel,TOTAL CHECKING,,
3/24/2020,ATM WITHDRAWAL 003555 03/241500 VINE,ATM WITHDRAWAL,40,debit,Cash & ATM,TOTAL CHECKING,,
3/24/2020,MONTHLY SERVICE FEE,MONTHLY SERVICE FEE,12,debit,Bank Fee,TOTAL CHECKING,,
3/24/2020,Deposit POSTMATES INC Postmates STN6C4C7L4H9X0 707432207,ACH Deposit POSTMATES INC   Post,7.25,credit,Income,Dividend Rewards Checking,,
3/24/2020,Arco,POS Transaction 27262433 ARCO 42,7.98,debit,Gas & Fuel,Dividend Rewards Checking,,
3/23/2020,Ext Credit Card Debit 99CENTSONLY 0041 LOS ANGELES CA 707420058,Ext Credit Card Debit 99CENTSONL,12.78,debit,Credit Card Payment,Mastercard Secure,,
3/23/2020,Ext Credit Card Debit CASH ADVANCE BEAVERTON OR 707420056,Ext Credit Card Debit CASH ADVAN,42,debit,Credit Card Payment,Mastercard Secure,,
3/23/2020,Ext Credit Card Debit USZOOM I POSTAL1 USZOO 8455795770 NY 707420059,Ext Credit Card Debit USZOOM I P,9.99,debit,Credit Card Payment,Mastercard Secure,,
3/23/2020,McDonald's,Ext Credit Card Debit MCDONALDS,3.81,debit,Fast Food,Mastercard Secure,,
3/23/2020,Arco,ARCO #42433 LOS ANGELES CA,20.35,debit,Gas & Fuel,TOTAL CHECKING,,
3/23/2020,Postmates Courier Paym,Postmates Courier Paym VISA DIRE,75.24,credit,Income,TOTAL CHECKING,,
3/23/2020,7-Eleven,7-ELEVEN LOS ANGELES CA,7.02,debit,Fast Food,TOTAL CHECKING,,
3/23/2020,YOSHINOYA SANTA MONIC LOS ANGEL ES CA 03/21,YOSHINOYA  SANTA MONIC LOS ANGEL,7.22,debit,Fast Food,TOTAL CHECKING,,
3/23/2020,McDonald's,MCDONALD'S F1411 323-876-8844 CA,6,debit,Fast Food,TOTAL CHECKING,,
3/23/2020,Google Domains,GOOGLE*DOMAINS INTERNET CA,18,debit,Internet,TOTAL CHECKING,,
3/23/2020,QuickPay with Zelle payment from KEISHA THORNE 9342134922,QuickPay with Zelle payment from,100,credit,Transfer,TOTAL CHECKING,,
3/23/2020,ATM WITHDRAWAL 003751 03/227073 SANT,ATM WITHDRAWAL,60,debit,Cash & ATM,TOTAL CHECKING,,
3/23/2020,O'Reilly Auto Parts,O'REILLY AUTO PARTS 35 LOS ANGEL,10.94,debit,Service & Parts,TOTAL CHECKING,,
3/22/2020,McDonald's,Ext Credit Card Debit MCDONALDS,2.71,debit,Fast Food,Mastercard Secure,,
3/22/2020,Ext Credit Card Debit 99CENTSONLY 0041 LOS ANGELES CA 707125879,Ext Credit Card Debit 99CENTSONL,6.2,debit,Credit Card Payment,Mastercard Secure,,
3/22/2020,Ext Credit Card Debit CASH ADVANCE BEAVERTON OR 707125874,Ext Credit Card Debit CASH ADVAN,20,debit,Credit Card Payment,Mastercard Secure,,
3/22/2020,McDonald's,Ext Credit Card Debit MCDONALDS,3.06,debit,Fast Food,Mastercard Secure,,
3/22/2020,Amazon,Ext Credit Card Debit AMAZONCOMV,10.58,debit,Shopping,Mastercard Secure,,
3/22/2020,Wienerschnitzel,Ext Credit Card Debit WIENERSCHN,8.99,debit,Fast Food,Mastercard Secure,,
3/22/2020,Amazon,Ext Credit Card Debit AMZN MKTP,12.03,debit,Shopping,Mastercard Secure,,
3/22/2020,McDonald's,Ext Credit Card Debit MCDONALDS,3.71,debit,Fast Food,Mastercard Secure,,
3/20/2020,Postmates Courier Paym,Postmates Courier Paym VISA DIRE,43.63,credit,Income,TOTAL CHECKING,,
3/20/2020,ATM WITHDRAWAL 003209 03/207073 SANT,ATM WITHDRAWAL,40,debit,Cash & ATM,TOTAL CHECKING,,
3/20/2020,Spotify,Ext Credit Card Debit SPOTIFY US,9.99,debit,Music,Mastercard Secure,,
3/20/2020,YOSHINOYA VERMONT 700 N VERMONT AVE LOS ANGELES CAUS 706374861,POS Transaction YOSHINOYA  VERMO,9.86,debit,Fast Food,Dividend Rewards Checking,,
3/20/2020,Deposit Thorne Credit to 9334319176 CK 706369052,Deposit Thorne Credit to 9334319,20,credit,Income,Dividend Rewards Checking,,
3/20/2020,Deposit Thorne Credit to 9334319176 CK 706665160,Deposit Thorne Credit to 9334319,42,credit,Income,Dividend Rewards Checking,,
3/19/2020,Ext Credit Card Debit 76 UNITED OIL 9862 LOS ANGELES CA 706416658,Ext Credit Card Debit 76  UNITED,36.61,debit,Credit Card Payment,Mastercard Secure,,
3/19/2020,OverdraftReturn Item Fee Paid 706297356,OverdraftReturn Item Fee Paid,28,debit,Bank Fee,Dividend Rewards Checking,,
3/19/2020,GenesisFS Card 8009582556 706297357,ACH Debit GenesisFS Card   80095,40,debit,Restaurants,Dividend Rewards Checking,,
3/19/2020,7-Eleven,POS Transaction 4400071846301 7E,2.07,debit,Fast Food,Dividend Rewards Checking,,
3/19/2020,7-Eleven,POS Transaction 4400071995321 7E,4.84,debit,Fast Food,Dividend Rewards Checking,,
3/19/2020,ATM Withdrawal 7ELEVENFC 11340 MAGNOLIA BLVD NORTH HOLLYWOCAUS 706181208,ATM Withdrawal 7ELEVENFC 11340 M,20,debit,Cash & ATM,Dividend Rewards Checking,,
3/18/2020,Postmates Direct Ca,Postmates Inc. VISA DIRECT CA,59.92,credit,Income,TOTAL CHECKING,,
3/18/2020,Starbucks,Ext Credit Card Debit STARBUCKS,2.65,debit,Coffee Shops,Mastercard Secure,,
3/18/2020,Ext Credit Card Debit Interest Charge on Cash A 706050734,Ext Credit Card Debit Interest C,2.41,debit,Finance Charge,Mastercard Secure,,
3/18/2020,99CENTSONLY 0083 3612 W SUNSET BLVD LOS ANGELES CAUS 705762871,POS Transaction 99CENTSONLY 0083,9.72,debit,Restaurants,Dividend Rewards Checking,,
3/18/2020,7-Eleven,POS Transaction 4400073302801 7E,4,debit,Fast Food,Dividend Rewards Checking,,
3/17/2020,1&1 IONOS Inc.,Payment to 1&amp;1 IONOS Inc.,15.17,debit,Restaurants,PayPal Account,,
3/17/2020,Ext Credit Card Debit USZOOM I POSTAL1 8455795770 NY 705734011,Ext Credit Card Debit USZOOM I P,1,debit,Credit Card Payment,Mastercard Secure,,
3/17/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 705734010,Ext Credit Card Credit PAYMENT,296.11,credit,Credit Card Payment,Mastercard Secure,,
